ean,title,seller,seller_url,price_eur,delivery_eur,box_price_eur,scraped_at
8590804017387,"Pištoľ prúdová, plast, klasické pripojenie",zahradajezek,,1.12,4.61,1.12,2026-04-20T16:30:06.951993+00:00
8590804017387,"Rozstrekovač ROSA prúdnicový 1/2"", 3/4""",iBrusivo_cz,,1.72,3.71,1.12,2026-04-20T16:30:06.951993+00:00
8590804021674,Hmoždinka fasádna 10x100mm 39210,KUTILOVO,,8.59,11.18,8.59,2026-04-20T16:30:18.810000+00:00
8590804021674,Hmoždinka fasádna 10x100mm 100ks,iBrusivo_cz,,10.21,12.20,8.59,2026-04-20T16:30:18.810000+00:00
8590804024538,Pásmo 20 m oceľ Festa 12220,KUTILOVO,,10.43,13.02,10.43,2026-04-20T16:37:11.840120+00:00
8590804024538,"Pásmo oceľové, 20 m, FESTA",euronaradi,,10.95,12.74,10.43,2026-04-20T16:37:11.840120+00:00
8590804024538,FESTA Pásmo oceľové 20mx10mm 12220.01,DoktorKladivo,,12.04,14.03,10.43,2026-04-20T16:37:11.840120+00:00
8590804024538,Pásmo oceľové FESTA 20mx10mm,iBrusivo_cz,,12.73,14.72,10.43,2026-04-20T16:37:11.840120+00:00
8590804024538,Pásmo oceľové FESTA 20mx10mm,MCprofi,,10.80,12.59,10.43,2026-04-20T16:37:11.840120+00:00
8590804022541,LEVIOR Kefa ručná oceľová 5rad 270mm plastová 22080.01,DoktorKladivo,,2.77,4.76,2.77,2026-04-20T16:38:38.580597+00:00
8590804022541,Kefa ručná oceľová 5rad 270mm plastová,iBrusivo_cz,,2.91,4.90,2.77,2026-04-20T16:38:38.580597+00:00
8590804022541,Levior Kartáč ručný mosadzný,retecsk,,3.70,6.09,2.77,2026-04-20T16:38:38.580597+00:00
8590804022541,Kefa ručná oceľová 5rad 270mm plastová,MCprofi,,2.18,3.97,2.77,2026-04-20T16:38:38.580597+00:00
8590804023623,Hladidlo oceľové 500 x 140 mm 32060,KUTILOVO,,4.87,7.46,4.87,2026-04-20T16:39:14.621590+00:00
8590804023623,Hladítko oceľ 500x140mm,MCprofi,,4.91,6.70,4.87,2026-04-20T16:39:14.621590+00:00
8590804023623,Hladítko oceľ 500x140mm,iBrusivo_cz,,5.97,7.96,4.87,2026-04-20T16:39:14.621590+00:00
8590804017561,"Rýchlospojka PVC STOP 1/2"" 45138",KUTILOVO,,1.20,3.79,1.20,2026-04-20T16:41:14.457309+00:00
8590804017561,"Stop rýchlospojka ROSA 1/2""",iBrusivo_cz,,1.27,3.26,1.20,2026-04-20T16:41:14.457309+00:00
8590804017561,"Rýchlospojka 1/2"" PH STOP, klieština/rýchlospojka ROSA",VISOTRADE,,3.89,7.88,1.20,2026-04-20T16:41:14.457309+00:00
8590804019138,"Hlavica 1/2"" 8 mm 17308",KUTILOVO,,1.53,4.12,1.53,2026-04-20T16:43:36.714688+00:00
8590804019138,"Hlavica FESTA 1/2"" CrV 8mm",MCprofi,,1.11,2.90,1.53,2026-04-20T16:43:36.714688+00:00
8590804019138,"Hlavica FESTA 1/2"" CrV 8mm",iBrusivo_cz,,1.68,3.67,1.53,2026-04-20T16:43:36.714688+00:00
8590804019138,"Hlavica FESTA 1/2"" CrV 8mm",MCprofi,,1.11,2.90,1.53,2026-04-20T16:43:36.714688+00:00
8590804019169,"Hlavica 1/2"" 11 mm 17311",KUTILOVO,,1.41,4.00,1.41,2026-04-20T16:44:11.503982+00:00
8590804019169,"Hlavica FESTA 1/2"" CrV 11mm",iBrusivo_cz,,1.56,3.55,1.41,2026-04-20T16:44:11.503982+00:00
8590804019275,"Hlavica 1/2"" 13 mm 17313",KUTILOVO,,1.43,4.02,1.43,2026-04-20T16:47:15.432133+00:00
8590804019275,"Hlavica FESTA 1/2"" CrV 13mm",iBrusivo_cz,,1.52,3.51,1.43,2026-04-20T16:47:15.432133+00:00
8590804019275,"Hlavica 1/2"" 22 mm 17322",KUTILOVO,,1.87,4.46,1.43,2026-04-20T16:47:15.432133+00:00
8590804019275,"Hlavica FESTA 1/2"" CrV 10mm",iBrusivo_cz,,1.64,3.63,1.43,2026-04-20T16:47:15.432133+00:00
8590804019275,"Hlavica FESTA 1/2"" CrV 15mm",iBrusivo_cz,,1.72,3.71,1.43,2026-04-20T16:47:15.432133+00:00
8590804019275,"Hlavica 1/2"" 27 mm 17327",KUTILOVO,,2.50,5.09,1.43,2026-04-20T16:47:15.432133+00:00
8590804019275,"Hlavica FESTA 1/2"" CrV 24mm",iBrusivo_cz,,2.38,4.37,1.43,2026-04-20T16:47:15.432133+00:00
8590804019275,"Hlavica 1/2"" 34 mm 17333",KUTILOVO,,5.44,8.03,1.43,2026-04-20T16:47:15.432133+00:00
8590804019275,"Hlavica FESTA 1/2"" CrV 22mm",MCprofi,,1.48,3.27,1.43,2026-04-20T16:47:15.432133+00:00
8590804019343,"Hlavica 1/2"" 30 mm 17330",KUTILOVO,,3.06,5.65,3.06,2026-04-20T16:47:29.644597+00:00
8590804019343,"Hlavica FESTA 1/2"" CrV 30mm",MCprofi,,2.76,4.55,3.06,2026-04-20T16:47:29.644597+00:00
8590804019343,"Hlavica 1/2"" 30 mm Festa",Obchudek_KUZEL,,3.36,5.35,3.06,2026-04-20T16:47:29.644597+00:00
8590804019343,"Hlavica FESTA 1/2"" CrV 30mm",iBrusivo_cz,,3.56,5.55,3.06,2026-04-20T16:47:29.644597+00:00
8590804019343,"Hlavica FESTA 1/2"" CrV 30mm",MCprofi,,2.76,4.55,3.06,2026-04-20T16:47:29.644597+00:00
8590804025924,Sada sekáčov a vrtákov SDS PLUS 12dielna 20950,KUTILOVO,,26.00,28.59,26.00,2026-04-20T16:50:33.850699+00:00
8590804025924,FESTA Sada sekáčov a vrtákov SDS+ 12ks 20950.01,DoktorKladivo,,30.09,32.68,26.00,2026-04-20T16:50:33.850699+00:00
8590804025924,Sekáče a vrtáky SDS Plus sada 12 kusov,Ricom_secure,,28.48,30.47,26.00,2026-04-20T16:50:33.850699+00:00
8590804025924,Sada sekáčov a vrtákov FESTA SDS+ 12ks,iBrusivo_cz,,33.52,35.51,26.00,2026-04-20T16:50:33.850699+00:00
8590804025924,Sada sekáčov a vrtákov FESTA SDS+ 12ks,MCprofi,,29.02,30.81,26.00,2026-04-20T16:50:33.850699+00:00
8590804031826,Kladivo 100 g buk profi 19081,KUTILOVO,,3.93,6.52,3.93,2026-04-20T16:53:39.662731+00:00
8590804031826,Kladivo PROFI FESTA 100g 26cm násada jaseň,iBrusivo_cz,,4.87,6.86,3.93,2026-04-20T16:53:39.662731+00:00
8590804031826,"Festa Kladivo PROFI, 100 g, 26 cm, drevená násada (buk/jaseň)",TSBohemia,,4.05,6.44,3.93,2026-04-20T16:53:39.662731+00:00
8002701410531,Nožnice technické 70/210mm 17160,KUTILOVO,,1.92,4.51,1.92,2026-04-20T16:55:12.049441+00:00
8002701410531,Nožnice multifunkčné - nerez 70/210mm,iBrusivo_cz,,2.42,4.41,1.92,2026-04-20T16:55:12.049441+00:00
8590804028642,Sada vrtákov do dreva hadovitých 5-dielna 20911,KUTILOVO,,24.24,26.83,24.24,2026-04-20T16:55:26.627545+00:00
8590804028642,Súprava hadovitých vrtákov FESTA 5ks 8-16x460mm box,MCprofi,,27.83,29.62,24.24,2026-04-20T16:55:26.627545+00:00
8590804028642,Súprava hadovitých vrtákov FESTA 5ks 8-16x460mm box,iBrusivo_cz,,32.24,34.23,24.24,2026-04-20T16:55:26.627545+00:00
8590804028642,Sada hadovitých vrtákov do dreva - 5ks / balenie 1 ks,StrefaCZ,,32.20,34.19,24.24,2026-04-20T16:55:26.627545+00:00
8590804028642,Súprava hadovitých vrtákov FESTA 5ks 8-16x460mm box,MCprofi,,27.83,29.62,24.24,2026-04-20T16:55:26.627545+00:00
8590804042303,Vrták SDS-MAX 30x800mm 20525,KUTILOVO,,28.89,31.48,28.89,2026-04-20T16:57:07.272826+00:00
8590804042303,Vrták vidiový FESTA SDS MAX 30x800mm,iBrusivo_cz,,37.29,39.28,28.89,2026-04-20T16:57:07.272826+00:00
8590804035664,"Kliešte odizolovacie 0,6-2,6mm 17181",KUTILOVO,,3.44,6.03,3.44,2026-04-20T16:58:14.729939+00:00
8590804035664,Kliešte elektrikárske odizolovávacie FESTA,Obchudek_KUZEL,,3.86,5.85,3.44,2026-04-20T16:58:14.729939+00:00
8590804035664,Kliešte odizolovacie 0.6-2.6mm,iBrusivo_cz,,3.94,5.93,3.44,2026-04-20T16:58:14.729939+00:00
8590804035664,Kliešte odizolovacie 0.6-2.6mm,MCprofi,,3.09,4.88,3.44,2026-04-20T16:58:14.729939+00:00
8590804028192,Vrták stupňový pr.5-35mm 20491 Titan,KUTILOVO,,18.25,20.84,18.25,2026-04-20T16:58:29.030402+00:00
8590804028192,Vrták stupňový FESTA HSS TiN 5-35mm 13 stupňov,MCprofi,,20.08,21.87,18.25,2026-04-20T16:58:29.030402+00:00
8590804028192,Vrták stupňový FESTA HSS TiN 5-35mm 13 stupňov,Shop_Garho,,19.85,22.44,18.25,2026-04-20T16:58:29.030402+00:00
8590804028192,Vrták stupňový FESTA HSS TiN 5-35mm 13 stupňov,iBrusivo_cz,,23.36,25.35,18.25,2026-04-20T16:58:29.030402+00:00
8590804028192,Vrták stupňový FESTA HSS TiN 5-35mm 13 stupňov,MCprofi,,20.08,21.87,18.25,2026-04-20T16:58:29.030402+00:00
8590804028192,Vrták stupňovitý HSS 5-35mm 13st. TITAN FESTA,VISOTRADE,,22.39,24.38,18.25,2026-04-20T16:58:29.030402+00:00
8590804028192,Vrták stupňovitý HSS 5-35mm 13st. TITAN FESTA,eoshop_market,,26.46,28.45,18.25,2026-04-20T16:58:29.030402+00:00
8590804026303,Zámok vložka 23000 + 3 kľúče 65mm,KUTILOVO,,3.75,6.34,3.75,2026-04-20T16:58:45.028187+00:00
8590804026303,LEVIOR Vložka zámku pomosadená 65mm 3kľúče 23000.01,DoktorKladivo,,4.26,6.25,3.75,2026-04-20T16:58:45.028187+00:00
8590804026303,"vložka stavebná Ni 65mm, 3 kľúče, HOBBY 463136",naradi_hornig,,6.39,8.38,3.75,2026-04-20T16:58:45.028187+00:00
8590804026303,"Vložka Ni 65mm, 3 kl. HOBBY",VISOTRADE,,3.99,5.98,3.75,2026-04-20T16:58:45.028187+00:00
8590804026303,"Vložka Ni 65mm, 3 kl. HOBBY",eoshop_market,,4.67,6.66,3.75,2026-04-20T16:58:45.028187+00:00
8590804021964,Guma upínacia pavúk 8 ramien 51010,KUTILOVO,,3.22,5.81,3.22,2026-04-20T16:59:09.257867+00:00
8590804021964,"Guma upínací "" pavúk"" 8 ramien 10mmx80cm",iBrusivo_cz,,3.85,5.84,3.22,2026-04-20T16:59:09.257867+00:00
8590804021964,"Upínadlo ""PAVOUK"" 0,8mx8mm, 8 ramien",VISOTRADE,,5.17,7.16,3.22,2026-04-20T16:59:09.257867+00:00
8590804021964,"Svorka ""PAVOUK"" 0,8 x 8 mm, 8 ramien",eoshop_market,,5.39,7.38,3.22,2026-04-20T16:59:09.257867+00:00
8590804026723,"Drôt napínací Zn o 2,0 mm x 50 m 42220",KUTILOVO,,4.19,6.78,4.19,2026-04-20T16:59:53.546135+00:00
8590804026723,Drôt napínací 2.0mmx52m ZN,iBrusivo_cz,,4.88,6.87,4.19,2026-04-20T16:59:53.546135+00:00
8590804026723,Drôt viazací FeZn 2.0mm/50m,VISOTRADE,,4.91,6.90,4.19,2026-04-20T16:59:53.546135+00:00
8590804031963,"Drôt napínací Zn o 2,0 mm x 78 m 42221",KUTILOVO,,6.04,8.63,6.04,2026-04-20T17:00:36.068633+00:00
8590804031963,Drôt napínací 2.0mmx78m ZN,iBrusivo_cz,,7.08,9.07,6.04,2026-04-20T17:00:36.068633+00:00
8590804031963,Levior Drôt napínací ZN Rozmer: 2 mm x 78 m,Shop_Garho,,8.83,11.42,6.04,2026-04-20T17:00:36.068633+00:00
8590804031963,"Drôt napínací 2,0mm/78m zinok",VISOTRADE,,11.60,13.59,6.04,2026-04-20T17:00:36.068633+00:00
8590804026754,"Drôt viazací PVC o 1,8 mm x 50 m zelený 42248",KUTILOVO,,2.64,5.23,2.64,2026-04-20T17:02:12.130816+00:00
8590804026754,Viazací drôt 1.8mmx50M zelený PVC,MCprofi,,2.51,4.30,2.64,2026-04-20T17:02:12.130816+00:00
8590804026754,LEVIOR Viazací drôt 1.8mmx50M zelený PVC 42248.01,DoktorKladivo,,3.11,5.10,2.64,2026-04-20T17:02:12.130816+00:00
8590804026754,Viazací drôt 1.8mmx50M zelený PVC,iBrusivo_cz,,3.28,5.27,2.64,2026-04-20T17:02:12.130816+00:00
8590804026754,"Levior Viazací drôt zelený PVC Rozmer: 1,8 mm x 50 m",Shop_Garho,,4.93,7.52,2.64,2026-04-20T17:02:12.130816+00:00
8590804032311,Sada bitov 32D S2 18905 /5036/,KUTILOVO,,11.41,14.00,11.41,2026-04-20T17:03:05.572170+00:00
8590804032311,"SET bitov 32 ks, S2",euronaradi,,12.39,14.18,11.41,2026-04-20T17:03:05.572170+00:00
8590804032311,Súprava bitov FESTA S2 33ks,iBrusivo_cz,,15.01,17.00,11.41,2026-04-20T17:03:05.572170+00:00
8590804032311,Maliarska pištoľ Festa,eoshop_market,,16.90,18.89,11.41,2026-04-20T17:03:05.572170+00:00
8590804032311,Súprava bitov FESTA S2 33ks,MCprofi,,12.78,14.57,11.41,2026-04-20T17:03:05.572170+00:00
8590804032311,"Skrutkovače a bity, SET S2, 32 ks (118905)",TSBohemia,,12.25,14.64,11.41,2026-04-20T17:03:05.572170+00:00
8590804027249,Koza lešenárska skladacia,KUTILOVO,,35.89,38.48,35.89,2026-04-20T17:04:48.821698+00:00
8590804027249,"Koza stavebná staviteľná, 790 - 1300 mm, nosnosť ma",euronaradi,,36.50,75.50,35.89,2026-04-20T17:04:48.821698+00:00
8590804027249,Koza skladacia staviteľná 68x80-130cm max 200kg,MCprofi,,38.71,40.50,35.89,2026-04-20T17:04:48.821698+00:00
8590804027249,Koza stavebná staviteľná 790-1300mm/150kg,VISOTRADE,,39.94,43.93,35.89,2026-04-20T17:04:48.821698+00:00
8590804027249,Rebrík FX oceľ 0,eoshop_market,,45.63,47.62,35.89,2026-04-20T17:04:48.821698+00:00
8590804027249,Koza Festa 36300 - podstavec nastaviteľný skladací,Ricom_secure,,37.96,39.95,35.89,2026-04-20T17:04:48.821698+00:00
8590804024385,"Sada gola 94D 1/4""-1/2""",KUTILOVO,,92.54,95.13,92.54,2026-04-20T17:05:42.893947+00:00
8590804024385,"Gola sada FESTA CrV 94ks 1/4""-1/2""",MCprofi,,99.52,101.31,92.54,2026-04-20T17:05:42.893947+00:00
8590804024385,"Gola sada, 94 ks, 1/4"" + 1/2"", plast obal, CrV, FESTA",euronaradi,,95.89,97.68,92.54,2026-04-20T17:05:42.893947+00:00
8590804024385,"Gola sada FESTA CrV 94ks 1/4 ""-1/2""",iBrusivo_cz,,114.15,116.14,92.54,2026-04-20T17:05:42.893947+00:00
8590804024385,"Gola sada, 94 ks, 1/4"" + 1/2"", plast obal, CrV, FESTA",VISOTRADE,,98.99,102.98,92.54,2026-04-20T17:05:42.893947+00:00
8590804024385,"Gola sada FESTA CrV 94ks 1/4""-1/2""",MCprofi,,99.52,101.31,92.54,2026-04-20T17:05:42.893947+00:00
8590804024385,"Gola sada, 94 ks, 1/4"" + 1/2"", plast obal, CrV, FESTA",eoshop_market,,105.89,109.88,92.54,2026-04-20T17:05:42.893947+00:00
8590804035695,Kliešte na spojovacie profily,KUTILOVO,,16.38,18.97,16.38,2026-04-20T17:06:20.578020+00:00
8590804035695,Kliešte spojovacie na profily FESTA 250mm,iBrusivo_cz,,19.85,21.84,16.38,2026-04-20T17:06:20.578020+00:00
8590804025337,"Skrutkovač plochý 3,5x75",Obchudek_KUZEL,,0.74,2.73,0.74,2026-04-20T17:06:32.760395+00:00
8590804025337,"Skrutkovač plochý 3,5 x 75 Festa 18113",KUTILOVO,,1.67,4.26,0.74,2026-04-20T17:06:32.760395+00:00
8590804025337,FESTA Skrutkovač plochý INDUSTRY S2 S 3x75mm 18113.01,DoktorKladivo,,1.96,3.95,0.74,2026-04-20T17:06:32.760395+00:00
8590804025337,Skrutkovač plochý FESTA S2 S 3x75mm,iBrusivo_cz,,2.05,4.04,0.74,2026-04-20T17:06:32.760395+00:00
8590804025337,Skrutkovač plochý FESTA INDUSTRY S2 S 3x75mm,MCprofi,,1.28,3.07,0.74,2026-04-20T17:06:32.760395+00:00
8590804025351,"Skrutkovač plochý 5,5x125",Obchudek_KUZEL,,1.72,3.71,1.72,2026-04-20T17:06:44.923124+00:00
8590804025351,Skrutkovač plochý FESTA INDUSTRY S2 S 5.5x125mm,MCprofi,,1.69,3.48,1.72,2026-04-20T17:06:44.923124+00:00
8590804025351,FESTA Skrutkovač plochý INDUSTRY S2 S 5.5x125mm 18115.01,DoktorKladivo,,2.42,4.41,1.72,2026-04-20T17:06:44.923124+00:00
8590804025351,"Skrutkovač plochý 5,5x125",Obchudek_KUZEL,,2.42,4.41,1.72,2026-04-20T17:06:44.923124+00:00
8590804025351,Skrutkovač plochý FESTA S2 S 5.5x125mm,iBrusivo_cz,,2.54,4.53,1.72,2026-04-20T17:06:44.923124+00:00
8590804025351,Skrutkovač plochý FESTA INDUSTRY S2 S 5.5x125mm,MCprofi,,1.69,3.48,1.72,2026-04-20T17:06:44.923124+00:00
8590804025368,"Skrutkovač plochý 6,5 x 150 Festa 18116",KUTILOVO,,2.33,4.92,2.33,2026-04-20T17:06:59.959918+00:00
8590804025368,"Skrutkovač plochý, 6,5 x 150 mm",euronaradi,,2.37,4.16,2.33,2026-04-20T17:06:59.959918+00:00
8590804025368,Skrutkovač plochý FESTA INDUSTRY S2 S 6.5x150mm,iBrusivo_cz,,3.16,5.15,2.33,2026-04-20T17:06:59.959918+00:00
8590804025368,"Precízny plochý skrutkovač 6,5 x 150 mm FESTA – robustnosť a spoľahlivosť",PEMACAR_SK,,3.05,5.64,2.33,2026-04-20T17:06:59.959918+00:00
8590804025368,"Festa Skrutkovač plochý, 6,5 x 150 mm",TEshop,,6.35,8.34,2.33,2026-04-20T17:06:59.959918+00:00
8590804025368,"Skrutkovač plochý, 6,5 x 150 mm, FESTA",eoshop_market,,4.19,6.18,2.33,2026-04-20T17:06:59.959918+00:00
8590804032373,"Sada vrtákov vybrus. 13d 1,5-6,5 do kovu 20333",KUTILOVO,,11.57,14.16,11.57,2026-04-20T17:07:53.881310+00:00
8590804032373,"Sada vybrusovaných vrtákov do kovu 1,5-6,5mm 13ks /",StrefaCZ,,12.52,14.51,11.57,2026-04-20T17:07:53.881310+00:00
8590804032373,Súprava vrtákov FESTA HSS-G W9 1.5-6.5mm 13ks,iBrusivo_cz,,14.65,16.64,11.57,2026-04-20T17:07:53.881310+00:00
8590804032397,"Sada vrtákov vybrus. 25d 1,0-13,0 do kovu 20335",KUTILOVO,,63.65,66.24,63.65,2026-04-20T17:08:29.566741+00:00
8590804032397,Súprava vrtákov FESTA HSS-G W9 1.0-13mm 25ks,iBrusivo_cz,,81.99,83.98,63.65,2026-04-20T17:08:29.566741+00:00
8590804031222,Kotúč leštiaci o 125 mm suchý zips 22065,KUTILOVO,,2.01,4.60,2.01,2026-04-20T17:08:43.000209+00:00
8590804031222,Kotúč leštiaci 125mm SZ,zahradajezek,,2.36,5.85,2.01,2026-04-20T17:08:43.000209+00:00
8590804031222,"WESTBERG Kotúč leštiaci ""baránok"" SZ 125mm 22065.01",DoktorKladivo,,2.42,4.41,2.01,2026-04-20T17:08:43.000209+00:00
8590804031222,"Kotúč leštiaci ""baránok"" SZ 125mm",iBrusivo_cz,,2.50,4.49,2.01,2026-04-20T17:08:43.000209+00:00
8590804031222,Kotúč leštiaci 125mm SZ,eoshop_market,,3.83,5.82,2.01,2026-04-20T17:08:43.000209+00:00
8590804031222,Kotúč leštiaci 125mm SZ,VISOTRADE,,5.33,7.32,2.01,2026-04-20T17:08:43.000209+00:00
8590804026051,List pílový 300 mm jednostranný bimetal kov 24180,KUTILOVO,,1.59,4.18,1.59,2026-04-20T17:08:57.481403+00:00
8590804026051,FESTA Plátok pílový BI-METAL 300mm 24 TPI 24180.01,DoktorKladivo,,1.96,3.95,1.59,2026-04-20T17:08:57.481403+00:00
8590804026051,Plátok pílový BI-METAL 300mm 24 TPI,iBrusivo_cz,,2.05,4.04,1.59,2026-04-20T17:08:57.481403+00:00
8590804029342,"Nástavce na priamu brúsku, SET, 100 ks",euronaradi,,13.79,15.58,13.79,2026-04-20T17:09:10.487438+00:00
8590804029342,Sada nástavcov na priamu brúsku 190ks,iBrusivo_cz,,15.61,17.60,13.79,2026-04-20T17:09:10.487438+00:00
8590804029342,"Nástavce na priamu brúsku, SET, 100 ks",eoshop_market,,16.83,18.82,13.79,2026-04-20T17:09:10.487438+00:00
8590804017530,Konektor s ventilom 45135,KUTILOVO,,1.55,4.14,1.55,2026-04-20T17:09:44.598355+00:00
8590804017530,"Adaptér ROSA s ventilom vnútorný/vonkajší závit 3/4""",MCprofi,,1.15,2.94,1.55,2026-04-20T17:09:44.598355+00:00
8590804017530,"Adaptér ROSA s ventilom vnútorný/vonkajší závit 3/4""",iBrusivo_cz,,1.72,3.71,1.55,2026-04-20T17:09:44.598355+00:00
8590804017530,"Adaptér ROSA s ventilom vnútorný/vonkajší závit 3/4""",MCprofi,,1.15,2.94,1.55,2026-04-20T17:09:44.598355+00:00
8590804032335,Sada bitov 100ks 18909,KUTILOVO,,11.41,14.00,11.41,2026-04-20T17:09:57.731274+00:00
8590804032335,FESTA sada bitov s príslušenstvom 100ks v puzdre 18909,naradi_hornig,,12.55,14.54,11.41,2026-04-20T17:09:57.731274+00:00
8590804032335,Súprava bitov FESTA CtV 100ks,iBrusivo_cz,,15.37,17.36,11.41,2026-04-20T17:09:57.731274+00:00
8590804032335,Súprava bitov a nástavcov 100ks S2,StrefaCZ,,15.38,17.37,11.41,2026-04-20T17:09:57.731274+00:00
8590804032335,Bit nadstavec sada 100diel. S2 FESTA,VISOTRADE,,15.62,17.61,11.41,2026-04-20T17:09:57.731274+00:00
8590804032335,Súprava bitov Festa 100 kusov,eoshop_market,,17.53,19.52,11.41,2026-04-20T17:09:57.731274+00:00
8590804027690,Kľúč 895 8 x 10 17462,KUTILOVO,,1.10,3.69,1.10,2026-04-20T17:10:47.128690+00:00
8590804027690,"Kľúč otvorený, 8 x 10 mm obojstranný DIN 895",euronaradi,,0.75,2.54,1.10,2026-04-20T17:10:47.128690+00:00
8590804027690,Kľúč otvorený FESTA 8x10mm DIN 895,MCprofi,,0.74,2.53,1.10,2026-04-20T17:10:47.128690+00:00
8590804027690,Kľúč 2stranný 8-10mm din 895 FESTA,VISOTRADE,,2.29,4.28,1.10,2026-04-20T17:10:47.128690+00:00
8590804027690,"Náradie Euro Kľúč plochý, 8 x 10 mm DIN 895",eoshop_market,,2.63,4.62,1.10,2026-04-20T17:10:47.128690+00:00
8590804027690,"Náradie Euro Kľúč plochý, 8 x 10 mm DIN 895",eoshop_market,,2.47,4.46,1.10,2026-04-20T17:10:47.128690+00:00
8590804026297,"Sada kľúčov račňových, očko-vidlica, 7-dielna",KUTILOVO,,28.21,30.80,28.21,2026-04-20T17:11:01.091978+00:00
8590804026297,Súprava račňové kľúče FESTA 7ks 8-19mm 72T,iBrusivo_cz,,34.38,36.37,28.21,2026-04-20T17:11:01.091978+00:00
8590804020738,Palica 4000 g drevená rukoväť 19057,KUTILOVO,,21.82,24.41,21.82,2026-04-20T17:11:14.626014+00:00
8590804020738,Holka 4000g 81cm násada drevo,MCprofi,,22.67,24.46,21.82,2026-04-20T17:11:14.626014+00:00
8590804020738,Holka 4000 g,Obchudek_KUZEL,,25.43,27.42,21.82,2026-04-20T17:11:14.626014+00:00
8590804020738,Holka 4000g 81cm násada drevo,iBrusivo_cz,,26.31,28.30,21.82,2026-04-20T17:11:14.626014+00:00
8590804020738,Holka 4000g 81cm násada drevo,MCprofi,,22.67,24.46,21.82,2026-04-20T17:11:14.626014+00:00
8590804029298,Zámok visiaci 60 mm vodeodolný 23006,KUTILOVO,,5.24,7.83,5.24,2026-04-20T17:11:27.013922+00:00
8590804029298,Zámok visiaci vodeodolný 50mm,iBrusivo_cz,,6.28,8.27,5.24,2026-04-20T17:11:27.013922+00:00
8590804029298,zámok visiaci vodeodolný 50mm,MAT-Group,,7.14,9.13,5.24,2026-04-20T17:11:27.013922+00:00
8590804029298,Zámok visiaci vodeodolný 50mm,MCprofi,,5.11,6.90,5.24,2026-04-20T17:11:27.013922+00:00
8590804029298,Zámok visiaci vodeodolný 50mm,VISOTRADE,,6.67,8.66,5.24,2026-04-20T17:11:27.013922+00:00
8590804029298,Visiaci zámok na kľúč S-line,eoshop_market,,7.69,9.68,5.24,2026-04-20T17:11:27.013922+00:00
8590804029205,Pilník plochý 250 mm 22180,KUTILOVO,,4.78,7.37,4.78,2026-04-20T17:12:22.493970+00:00
8590804029205,Pilník plochý FESTA 250mm/hrubosť 2,iBrusivo_cz,,5.49,7.48,4.78,2026-04-20T17:12:22.493970+00:00
8590804029229,Pilník polguľatý 250 mm 22182,KUTILOVO,,4.49,7.08,4.49,2026-04-20T17:12:36.460876+00:00
8590804029229,Pilník polguľatý FESTA 250mm/hrubosť 2,iBrusivo_cz,,5.45,7.44,4.49,2026-04-20T17:12:36.460876+00:00
8590804031390,"Hasák 3,0"" 455 mm 17071",KUTILOVO,,15.22,17.81,15.22,2026-04-20T17:15:11.708123+00:00
8590804031390,"Hasák FESTA CrV 3"" /455mm čeľuste 90°",iBrusivo_cz,,18.13,20.12,15.22,2026-04-20T17:15:11.708123+00:00
8590804031390,"Hasák FESTA CrV 3""/455mm čeľuste 90°",MCprofi,,15.46,17.25,15.22,2026-04-20T17:15:11.708123+00:00
8590804030829,"FESTA nôž očkovací 18,5 cm 16219",naradi_hornig,,5.22,7.21,5.22,2026-04-20T17:15:36.848714+00:00
8590804030829,Nožík očkovací 16219,KUTILOVO,,5.22,7.81,5.22,2026-04-20T17:15:36.848714+00:00
8590804030829,Nôž očkovací FESTA,Shop_Garho,,5.05,7.64,5.22,2026-04-20T17:15:36.848714+00:00
8590804030829,Nôž očkovací FESTA,iBrusivo_cz,,6.19,8.18,5.22,2026-04-20T17:15:36.848714+00:00
8590804030829,Nôž očkovací Levior FESTA,eoshop_market,,7.41,9.40,5.22,2026-04-20T17:15:36.848714+00:00
8590804028222,Vrták vidiový 8 x 300 profi 20687,KUTILOVO,,1.68,4.27,1.68,2026-04-20T17:16:12.647215+00:00
8590804028222,Vrták vidiový FESTA 8x300mm,MCprofi,,1.44,3.23,1.68,2026-04-20T17:16:12.647215+00:00
8590804028222,Vrták vidiový FESTA 8x300mm,MCprofi,,1.44,3.23,1.68,2026-04-20T17:16:12.647215+00:00
8590804028222,FESTA Vrták vidiový 8x300mm 20687.01,DoktorKladivo,,2.08,4.07,1.68,2026-04-20T17:16:12.647215+00:00
8590804028222,Vrták vidiový FESTA 8x300mm,iBrusivo_cz,,2.17,4.16,1.68,2026-04-20T17:16:12.647215+00:00
8590804028222,"Vídiový vrták DIN 8039 8,0 x 300 / balenie 1 ks",StrefaCZ,,2.56,4.55,1.68,2026-04-20T17:16:12.647215+00:00
8590804028239,Vrták vidiový 10 x 300 profi 20691,KUTILOVO,,1.99,4.58,1.99,2026-04-20T17:16:26.389193+00:00
8590804028239,FESTA Vrták vidiový 10x300mm 20691.01,DoktorKladivo,,2.30,4.29,1.99,2026-04-20T17:16:26.389193+00:00
8590804028239,Vrták vidiový FESTA 10x300mm,iBrusivo_cz,,2.41,4.40,1.99,2026-04-20T17:16:26.389193+00:00
