ean,title,our_price_sk
8592688100964,"Kotúč pílový 315x3,2x30 5381-20 48 WZ",
8595149450127,"Kotúč pílový 350x2,2x30 5310 56KV25°",
8592688106195,"Kotúč pílový 350x3,6x30 5381-26 40 WZ",
8592688106102,"Kotúč Pílový 400x3,6x30 5380-40 32 FZ",
8592688106676,"Kotúč pílový 400x3,6x30 5381-16 84 WZ",
8592688107451,"Kotúč pílový 400x3,6x30 5383-35 36 LWZ",
8595149450219,"Kotúč pílový 500x3,0x30 5310 56KV25°",
8592688109905,"Kotúč pílový 500x4,0x30 5380-40 40 FZ",
8592688109950,"Kotúč pílový 500x4,0x30 5381-26 64 WZ",
8595149450240,"Kotúč pílový 600x3,5x30 5310 56KV25°",
8595149411098,List jednostranný 2950 300mm 24Z Cr,
8581600016773,"List strojný 2961 400 x 40 x 2,0 - P 6,3 4 TPI",
8595149410091,List 5244.1 1000 mm do oblúkovej píly,
8595149410077,List 5244.1 900 mm do oblúkovej píly,
1994460,List 5256 450 mm mäsiarsky,
8592688106775,"Kotúč pílový 250x3,2x30 5381-13 60 WZ",
8595149410107,Pila oblúková jednoručná 5251 500mm,
8595149410015,Pila obluková 5254 610mm,
8595149410022,Pila oblúková 5254 760mm,
8595149410039,Pila oblúková 5254 914mm,
8595149410367,Pila záhradnícka prerezávacia s tulejou 5264 165 mm,
8595149410374,Pila záhradnícka prerezávacia 5265 300 mm,
8595149410381,Pila záhradnícka prerezávacia s tulejou 5267 300 mm,
8595149410343,Rám lupienkovej pily 5269 120mm,
8595149410114,Píla čapovka rovná 5280 250mm,
8595149410213,Píla chvostovka s uzavretou plastovou rukoväťou 5286.1A 400mm,
8595149410220,Píla chvostovka s uzavretou plastovou rukoväťou  5286.1A 500mm,
8595149410237,Píla chvostovka s uzavretou drevenou rukoväťou  5286.1B 400mm,
8595149410244,Píla chvostovka s uzavretou drevenou rukoväťou 5286.1B 500mm,
8595149410466,Píla na pórobetón 5289 630mm 34Z,
8595149410299,Píla chvostovka 3-dielna 5292 315mm,
8595149410305,Píla na izolačné materiály 5293 450 mm,
8595149410404,Píla prerezávacia sklápacia 5296 170mm,
8595149410411,Pilka prerezávacia 5297.1 300mm,
8595149410428,Píla prerezávacia s tulejou na násadu 5299 300mm,
8595149410121,Pokosnica vodítko pre 45°/90° 6053 250mm,
8592688106058,"Kotúč pílový 300x3,2x30 5380-40 24 FZ",
8592688110536,"Kotúč Pílový 300x3,2x30 5381-20 48 WZ",
8592688106522,"Kotúč pílový 450x4,0x30 5381-20 72 WZ",
8592688111670,"Kotúč pílový 200x4,0x30 5392 32 FZ",
8592688107826,"Kotúč pílový 350x3,6x30 5387-13 84 TFZ P",
8595149412781,Pila na izolačné materiály 5293 500 mm,
8592688109097,"Kotúč pílový 350x3,6x30 5397-11 108 TFZ L",
8595149412743,Pilka na duté tehly 5290 600 mm,
8592688111069,"Kotúč pílový 160x2,6x20 5391 24 WZ",
8592688107215,"Kotúč pílový 300x3,6x30 5383-55 18 LFZ",
8595149410145,Píla čapovka s preklápacou rukoväťou 5282 250mm,
8592688109974,"Kotúč pílový 600x5,2x30 5383-35 54 LWZ",
8592688107017,"Kotúč pílový 300x3,2x30 5381-11 96 WZ",
8592688106133,"Kotúč pílový 200x2,5x20 5381-26 24 WZ",
8592688107666,"Kotúč pílový 350x3,6x30 5387-11 108 TFZ P",
8592688110376,"Kotúč pílový 180x2,5x20 5381-11 56 WZ",
8595149450394,"Kotúč pílový 400x3,0x30 5311 36KV36°",
8592688101893,"Kotúč pílový 315x3,2x30 5383-35 28 LWZ",
8592688112691,"Kotúč pílový 300x4,0x30 5380-50 18 FZ",
8592688107222,"Kotúč pílový 350x4,0x30 5383-55 20 LFZ",
8592688110703,"Kotúč pílový 300x3,2x30 5387-13 72 TFZ P",
8595149451469,"Kotúč pílový 550x3,0x30 5310 56KV25°",
8592688111595,"Kotúč pílový 190x2,8x30 5391 54 TFZ L",
8592688107536,"Kotúč pílový 450x4,0x30 5383-35 40 LWZ",
8592688107628,"Kotúč pílový 250x3,2x30 5387-11 80 TFZ P",
8592688111083,"Kotúč pílový 160x2,6x20 5391 48 WZ",
8592688106089,"Kotúč pílový 350x3,6x30 5380-40 28 FZ",
8592688106041,"Kotúč pílový 250x3,2x30 5380-40 20 FZ",
8592688112479,"Kotúč pílový 450 x 4,4/3,2 x 80 5394 28+4 FZ",
8592688107383,"Kotúč pílový 350x3,6x30 5383-35 32 LWZ",
8595149412521,List obojstranný 2951 300mm HSS 24Z,
8592688110949,"Kotúč pílový 140x2,6x20 5391 20 WZ",
8595149450165,"Kotúč pílový 400x3,0x30 5310 56KV25°",
8595149451452,"Kotúč pílový 550x2,5x30 5310 56KV25°",
8592688107727,"Kotúč pílový 300x3,2x30 5387-11 96 TFZ N",
8595149450967,"Kotúč pílový 500x3,0x30 5333 40KV25° HANIBAL",
8592688110444,"Kotúč pílový 200x2,5x20 5381-13 48 WZ",
8592688109912,"Kotúč pílový 600x5,5x30 5380-40 48 FZ",
8592688110482,"Kotúč pílový 250x3,2x30 5381-16 48 WZ",
8595149451742,"Kotúč pílový 300x2,4x30 5310 56KV25°",
8595149450028,"Kotúč pílový 200x1,6x25 5310 56KV25°",
8592688110659,"Kotúč pílový 250x3,2x30 5387-13 60 TFZ N",
8592688107789,"Kotúč pílový 400x3,6x30 5387-11 120 TFZ N",
8592688107284,"Kotúč pílový 250x3,2x30 5383-35 24 LWZ",
8592688111328,"Kotúč pílový 190x2,6x30 5391 30 WZ",
8595149410954,Píla na pórobetón 5287 450mm 11Z,
8595149411005,Píla chvostovka s uzavretou plastovou rukoväťou 5286.1A 300mm,
8595149411029,Píla chvostovka s uzavretou plastovou rukoväťou 5286.1A 450mm,
8592688105334,"Kotúč pílový 210x2,8x30 5381 60 WZ N",
8595149450110,"Kotúč pílový 350x1,8x30 5310 56KV25°",
8595149410138,Píla čapovka s vyhnutou rukoväťou 5281 250mm,
8592688110642,"Kotúč pílový 190x2,8x30 5387-11 56 TFZ N",
8592688110710,"Kotúč pílový 400x3,6x30 5387-13 96 TFZ P",
8592688110352,"Kotúč pílový 450x4,0x30 5380-40 36 FZ",
8595149450288,"Kotúč pílový 700x4,0x35 5310 56KV25°",
8592688106218,"Kotúč pílový 400x3,6x30 5381-26 48 WZ",
8595149411142,Pila oblúková 5254 800mm,
8595149452015,"Kotúč pílový 200x1,6x30 5311 36KV36°",
8595149450196,"Kotúč pílový 450x3,5x30 5310 56KV25°",
8592688111496,"Kotúč pílový 216x2,8x30 5381 48 WZ N",
8592688111588,"Kotúč pílový 160x2,8x20 5391 48 TFZ L",
8595149450981,"Kotúč pílový 550x3,0x30 5333 40KV25° HANIBAL",
8592688105150,"Kotúč pílový 250x2,8x30 5381 60 WZ N",
8595149411197,List 5244.1 533 mm do oblúkovej píly,
8592688110697,"Kotúč pílový 250x3,2x30 5387-13 60 TFZ P",
8590343002837,Babka klepacia štvorhranná 580/400,
8590343002844,Babka klepacia ostrá 582/250,
8590343001786,"Hasák kĺbový na rúry 600mm 3,5” 246/600",
8590343001816,Hasák s vodiacou maticou na rúry 2” 257/300,
8590343002042,Kladivo 28/300 zámočnícke 300g Zbirovia,
8590343002059,Kladivo 28/400 zámočnícke 400g Zbirovia,
8590343002066,Kladivo 28/500 zámočnícke 500g Zbirovia,
8590343002073,Kladivo 28/600 zámočnícke 600g Zbirovia,
8590343002080,Kladivo 28/800 zámočnícke 800g Zbirovia,
8590343002097,Kladivo 28/1000 zámočnícke 1 kg Zbirovia,
8590343002110,"Kladivo 28/1500 zámočnícke 1,5 kg Zbirovia",
8590343002127,Kladivo 28/2000 zámočnícke 2 kg Zbirovia,
8590343002394,Kladivo zváračské rovné 572/400A,
8590343002530,Kladivo murárske s drevenou násadou 709  19122,
8590343000369,Kliešte štípacie prevodové  bočné 312,
8590343004626,Klin kálací 3000/2500,
8590343003261,"Kliešte pákové štikacie dĺžka 480 mm, do O 7 mm drôtu",
8590343002561,Palica 603/1000 g na kameň s  krátkou násadou,
8590343002592,Palica 603/2000 g na kameň s  krátkou násadou,
8590343003643,Sekáč plochý zámočnícky s plastovým návlekom 101/200PH,
8590343003650,Sekáč plochý zámočnícky s plastovým návlekom 101/250PH,
8590343003742,Sekáč plochý zámočnícky 101/300,
8590343015202,Klin do sekier a palíc plochý kovaný 3025/07,
8590343025690,"Kliešte klampiarske prehýbacie, vyhnuté 90° 973/50PH",
8590343021111,Kliešte nastaviteľné siko PH-Ni 366/330,
8590343002790,Kálač drevorubačský 19/3500L,
8590343018739,Sekera osekávacia 3005/1250,
8590343014915,"Kliešte dierovacie, otvor 4 mm, PVC  831",
8590343015349,Sekáč krížový zámočnícky s plastovým návlekom 106/200PH,
8590343018722,Sekera univerzálna 3003/0600,
8590343020206,Sekera univerzálna 3003/0800,
8590343003674,Sekáč plochý zámočnícky s plastovým návlekom 101/350PH,
8590343021937,"Kliešte pákové štikacie dĺžka 350mm, do O 5 mm drôtu",
8590343020213,Sekera univerzálna 3003/1000,
8590343015530,Palica 603/ 800 g na kameň s  krátkou násadou,
8590343002585,Palica 603/1500 g na kameň s  krátkou násadou,
8595028946024,Súprava závitorezných nástrojov M1-II HSS,
8595028946017,Súprava závitorezných nástrojov M1-II NO,
8595028946086,Súprava závitorezných nástrojov M2-II NO,
8581600020633,Závitník sadový ručný DIN352 223010 HSS 2N MF M14x1 III.,
8581600020732,Závitník sadový ručný DIN352 223010 HSS 2N M16 II.zákl.stúpanie,
8595028901399,Závitník sadový ručný DIN352 223010 HSS 2N M20 I.zákl.stúpanie,
8595028946185,Súprava závitorezných nástrojov MINI-2 NO 310 127,
8595028908039,Závitník sadový ručný 3012 NO G 1/4” sada,
8581600211581,"Závitník maticový PN8/3070 NO 2N M18x2,5",
8581600279109,"Závitník strojný DIN 376, ISO2, HSSE, M4 (3500)",
8595028908183,Závitník sadový 3012 G 3/4” NO sada 112340,
8595028946246,Súprava závitorezných nástrojov W1-II NO,
8590137950016,Oslička hrubozrnná 255 x 14 mm 8950 01,
8590137950023,Oslička jemnozrnná 255 x 14 mm 8950 02,
8590137400023,Priebojník 2 x 110 x 8 mm 8400 02,
8590137400054,Priebojník 5 x 125 x 10 mm 8400 05,
8590137531000,Sada vrtákov 8531 00 plochých do dreva,
8590137480049,Výsečník tyčový 4 mm 8480 04,
8590137480063,Výsečník tyčový 6 mm 8480 06,
8590137480070,Výsečník tyčový 7 mm 8480 07,
8590137480094,Výsečník tyčový 9 mm 8480 09,
8590137480100,Výsečník tyčový 10 mm 8480 10,
8590137072015,Nadstavec 8072 01 PH1x30 á 30ks v krabičke,
8590137073029,Nadstavec 8073 02 PZ2x30 á 30ks v krabičke,
8590137073036,Nadstavec 8073 03 PZ3x30 á 30ks v krabičke,
8590137074309,Nadstavec 8074 30 TX30x30  á 30 ks v krabičke,
8590137755123,Palička 8755 12 PP náhradný pracovný koniec čierny,
8590137776012,Sada dlát plochých v drevenom stojane 6-dielna 8776 01 Wood Line Profi,
8590137321007,Držiak bitov 1/4” 60 mm magnetický 8321 00,
8590137109087,Dláto  8mm 8109 08 ploché s PH rukoväťou Plast Line Profi,
8590137315044,Skrutkovač 8315 04 SW4x135 imbus T rukoväť S LINE T PROFI,
8590137315037,Skrutkovač 8315 03 SW3x85 imbus T rukoväť S LINE T PROFI,
8581609852266,Nôž rezbársky prehnutý 8225 40,
8595604719202,Kružidlo s pružinou 200mm ČSN 25 5170,
8595055900259,Pilník 300/3 PSO plochý,
8595055900525,Pilník 350/2 PZC-E štvorhranný Ergo,
8595055910784,Pilník 200/1 PZT-E trojhranný Ergo,
8595055908910,Rašpľa č. 3 rotačná,
8590710802107,Nožík 802-NH-1 vrúbľovací zatvárací,
8595096910606,Vedro 12 l PVC s výlevkou,
8590710336404,Nožík 336-NH-4 elektrikársky,
8594177260098,Kanister 10 l PVC s kohútikom,
8010710001145,Kanister potravinársky 25 litrový ( bandaska ),
8717306130776,Kanister 20 l PVC s kohútikom,
8590474908008,Vedro 10 l PVC farebné bez výlevky,
8010710001152,Kanister potravinársky 30 litrový ( bandaska ),
4317784770224,Trň pre vrtačkové skľučidlá B22x2,
8592667031463,"Vrták &Oslash; 19,00mm 2907/338 HSSCo",
8595604700460,Mierka závitová 18ks Metrická,
8581609959507,"Vrták &Oslash; 10,40mm 2907/338 HSSCo",
8595192300912,Mierka závitová  Whitworth + G,
8584054101767,Vedro pozinkované   4 l (20cm) napájacie,
8584054101651,"Hrniec Parák 15 l s plnou pokrievkou, vložkou",
8584054101675,"Hrniec Parák 30 l s plnou pokrievkou, vložkou",
8584054101484,Hrniec pozinkovaný 15 litrov,
8584054101507,Hrniec pozinkovaný 20 litrov,
8584054101545,Hrniec pozinkovaný 30 litrov,
8584054101866,Vedro plechové pozinkované 7 litrov (24cm),
8584054102009,Vedro plechové pozinkované 10 litrov (30cm),
8584054102061,Vedro plechové pozinkované 12 litrov (32cm),
8584054102863,Ružica kovová Zn ku kanve  27003111 Kovotvar,
8581600065986,Krmítko žľabové veľké 1000x140mm pozinkované,
8585023310203,Motyka záhradnícka 0312-95 kovaná s vidličkou,
8594042340023,Zvierka stolárska 200 drevená rukoväť,
8594042340115,Zvierka stolárska 1000 drevená rukoväť,
8594042340139,Zvierka stolárska 1500 drevená rukoväť,
8594042340078,Zvierka stolárska 500 drevená rukoväť,
8594042340030,Zvierka stolárska 250 drevená rukoväť,
8594042340092,Zvierka stolárska 700 drevená rukoväť,
8595574135521,Hoblík Rímsovník CLASSIC 10-24C/S,
8595574135545,Hoblík Rímsovník CLASSIC 10-30C/S,
8595012610290,Kľučka AL 26090 k dverovému štítku 303908,
8595012610306,Kľučka Koridor k dverovému štítku s guľou,
8590718160049,Nožnice 2324 300mm vyosené,
8592721008752,"Zámok visiaci FAB 30H/45 strmienkový, 3 kľúče",
8595012610252,Štítok dverný kľúčový rozteč 90 mm AL,
8595574140044,Hoblík Rímsovník EKO 10-18E/E,
8586006960583,Motyka plochá 80mm s násadou 1200mm 207/1200,
8586006960606,Motyka plochá 125mm s násadou 1200mm 208/1200,
8595574135422,Hoblík Klopkár CLASSIC 3-45C/S,
8585007471401,Zámok zadlabávací Hobes 02-06 vložka 90/45/60mm P/L,
8590718160117,Nožnice na plech 2326 prevodové ľavé Rostex,
8590718650014,Nožnice remeselnícke 2405  12027,
8595574135408,Hoblík Hladík CLASSIC 2-45/C/S,
8586006960644,Motyka plochá 160mm s násadou 1200mm 210/1200,
8586006960545,Motyka srdcová stredná 165mm s násadou 1200mm 205/1200,
8586006960569,Motyka srdcová veľká 185mm s násadou 1200mm,
8586006960101,Motyčka špicatá s dvojzubom 60mm  s násadou 250mm,
8595574135385,Hoblík Hladík  Classic 2-36/C/S,
8595574135446,Hoblík Cidič Classic 3A-45C/S,
8595574135453,Hoblík Cidič Classic 3A-48C/S,
8595574135514,Hoblík Rímsovník CLASSIC 10-18C/S,
8594004374844,Solvina čistiaca pasta na ruky 450g Original,
8581600028301,"Rebrík schodíky jednostranné EUROSTYL 1x3 1,3m 1913",
8595112131442,Okuliare ochranné Cerva BE 7 číre,
8591806502529,Rukavice Osprey č.10 0105000599100,
8591806000018,Rukavice Starling latex č. 7,
8591806000025,Rukavice Starling latex č. 8 0111000199,
8591806203464,"Okuliare CRYSTALLUX AF, AS číra",
8591806006973,Rukavice Rail jednorázové vinyl č. 9 (100),
8591806000049,Rukavice Starling latex č.10 0111000199,
8591806561342,Okuliare Rozelle zrkadlové 525050 0501036301999,
8591806046092,Okuliare AS-02-001 číre,
8591806061224,Plášť PVC do dažďa CETUS zelený XXL 031100131,
8591806061170,Plášť PVC do dažďa CETUS žltý  XL 0311001370,
8591806061187,Plášť PVC do dažďa CETUS žltý XXL 0311001370,
5038428170239,Okuliare ochranné STEALTH číre sklá,
8591806004931,Okuliare AS-01-002 číre 0501048381999,
8591806229433,Pásik potný 10ks/bal,
8591806061682,Rukavice Bustard Bavlna č. 9 Čierne,
8591806146709,Vesta reflexná FF BRUNO BE-04-003 HV žltá,
5038428222419,Okuliare Stealth 16g žlté,
8591806581395,Rukavice Palawan latex.dlaň č.11 0108002999110BN,
8595084000142,Špagát polypropylénový  7800x2 dtex 1 kg cievka,
8595084300587,Špagát polypropylénový 20000 dtex 50 g cievka,
8595084001002,Špagát polypropylénový 20000 dtex 100 g cievka,
8595084001026,Špagát jutový tex 500x2 100 g cievka 039,
8595084002016,Špagát sisalový 2000 tex 250 g cievka,
8595084001194,Špagát jutový 2200x2 tex 500 g cievka,
8595084002214,Špagát ľanový 105x6 tex 40 g cievka,
8595004120530,Lopatka na smeti farebná plechová CZ 5371/5388,
8594013798532,Postrekovač  1 l  6218,
8594013797467,Postrekovač  3 l Rosa 6224.01,
8590804054696,Hrable železné 14z 304 zelené s násadou 61062,
4606072001479,Kosa 60 Euro kovaná 5047,
8594013791298,Kosa 70 Euro kovaná 5048,
5908211722030,Plátno brúsne  24,
8593534420243,Kefa podlahová na palicu 4224/861 s násadou 4226109000,
8593534510586,Zmeták 5151/Z/616 s násadou farebné 5113561095,
8593534814462,Štetec guľatý 20 PH 81101 8113016000,
8593534440159,Kefa na fľaše pr.50 2519/726 4416435095,
8593534530041,Metla priemyselná 5336308000  5314 s násadou 120 cm,
8593534510418,Zmeták 5111/611 s násadou 5116202000,
8593534520059,Zmeták ručný 5180/616 plastová rukoväť 5213523092,
8593534440678,Kefa na fľaše pr.60 2520/726 4416436095,
8593534440654,Kefa na fľaše pr.40 2518/726 4416434095,
8593534520394,Súprava zametacia lopatka+metlička 5220,
8593534790070,Lopatka na smeti kovová veľká 7900007200 Zn,
8593534811492,"Štetec plochý  2,5” 331 Natur 8121194000",
8593534812192,"Štetec plochý 2,5” akryl 81320 8121311000",
8593534420649,Súprava zametacia metlička+ lopatka sklopná vysoká 4299967200,
8594010569180,Nadstavec predlžovací oceľový 1 m M12 poplastovaný červený,
8594010568787,Nadstavec predlžovací 10 m / M12,
8594158754608,Nadstavec predlžovací 8 m / M12,
8594010568756,Nadstavec predlžovací 7 m / M12,
8594010568084,Kefa rúrová guľatá umelé vlákno priemer 160 mm M12,
8594010568107,Kefa rúrová guľatá umelé vlákno priemer 200 mm M12,
8594010569463,Kefa rúrová guľatá polypropylénová priemer 160 mm M12,
8594010565793,Kefa koncová priemer 18 mm nerez,
8594010569173,Kefa kominárska priemer 160 mm dĺžka 2m Arenga,
8594010567315,"Kefa stopková 2 radová 80 x 6 x 20 mm radiálna vlnitá oceľ 0,3 mm",
8594010568176,"Kefa stopková 1 radová 100 x 6 x 12  radiálna vlnitá nerez 0,3 mm",
8594010565328,"Kefa vrkočová radiálna priemer 115 mm M14 oceľ 0,4 mm",
1110598,Kefa ručná drôtená oceľ 5rad drevená rukoväť,
1110906,Kefa ručná drôtená mosadzená oceľ 1rad plastová rukoväť,
1110907,Kefa ručná drôtená oceľ vlnitá 3rad na autosviečky,
1110076,"Kefa kotúčová 150 mm otvor 20 mm oceľ 0,20 mm vlnitá",
8680871196792,"Nadstavec predlžovací oceľový 1,4 m M12 poplastovaný červený",
8680871205470,Kefa koncová priemer 22 mm nerez,
8594006152013,Trafopájka 100W ETP 3,
8594006152129,Trafopájka 75W ETP 4,
8594006152235,Trafopájka 125W ETP 5,
4103810130120,Čerpadlo - sudová pumpa 05101,
8581600374583,Vrták vid. 7  Profi Feida,
8586008996115,Kotúč diam.230mm Jumbo,
8586008999406,Kotúč diam.180mm Turbo,
8590804022268,Ceruzka tesárska Festa 13270,
8590804003564,Meter 2 m drevený skladací 13120,
4713751320131,Meter zvinovací 2 m KDS Johnney 2013PT 11002,
8803005746919,Meter zvinovací 2 m oceľový zvinovací KMC 2074N 10002,
8590804049791,Plachta PE 10 x 15 m zelená Profi 200 g / m2 25170,
8590804004028,Hladidlo nerez 280 x 130 mm 6-zubé 31031,
8590804003625,Meradlo posuvné 150 mm s tlačidlom 14004,
8590804003557,Meter 1 m drevený skladací 13111,
8590804037859,Kotúč pílový 140 x 20 mm 24 zubov TCT Festa 22302,
8590804041061,"Hasák 1” 330 mm, 90° CrV 17075",
8590804010289,Nožík ulamovací P204 18 mm 16024,
8590804010296,Nožík ulamovací P205 18 mm 16026,
8803005749118,Meter zvinovací 8 m KMC 8074 N 10008,
8803005747817,Meter zvinovací 5 m KMC 5074 N 10005,
8803005335113,Pásmo 10 m KMC 331 KOMELON sklolaminát 10330,
8803005912918,Pásmo 10 m KMC 911 KOMELON oceľ 10110,
8803005335519,Pásmo 20 m KMC 332  sklolaminátové 10332,
8803005913311,Pásmo 20 m KMC 912 oceľové 10120,
8803005335717,Pásmo 30 m KMC 333 sklolaminát 10334,
8803005913618,Pásmo 30 m KMC 913/910  oceľ 10130,
8803005335915,Pásmo 50 m KMC 335/330 sklolaminát 10336,
8590804002888,Rezač skla RS G 20350,
8590804009108,Sada vyťahovákov zalom. skrutiek M4-M11 5D 20385,
4713751375193,"Meter zvinovací 7,5 m KDS Johnney širší 7519 11007",
8590804043348,Ostrič na nože a nožnice o 50 mm 16990,
8590804040569,Kľúč 6 račňový Festa 17660,
4713751330130,Meter zvinovací 3 m KDS Johnney 3013PT 11003,
3838853112277,Vodováha 800 mm Horizont 2 libely 15008,
3838853112284,Vodováha 1000 mm Horizont 2 libely 15010,
8590804002802,"Váha mincierová  12,5 kg 24212",
8590804002819,Váha mincierová  25 kg 24225,
8590804002826,Váha mincierová  50 kg 24250,
8590804002840,Váha mincierová 150 kg 24258,
8590804004806,Rezač dlažby 480 mm s vykružovačom 36014,
8590804004837,Rezačka dlažby ručná 22 mm 36046,
3838853112307,Vodováha 1500 mm Horizont 2 libely 15015,
3838853112314,Vodováha 1800 mm Horizont 2 libely 15018,
8590804009221,Pištol vytláčacia polouzavretá 38000,
8590804009214,Pištol vytláčacia skelet 38002 (38100),
4954183552428,Nožík ulamovací LC405 18 mm 1 čepel KDS 16002,
8590804037873,Kotúč pílový 150 x 20 mm 24 zubov TCT Festa 22305,
4713751350190,Meter zvinovací 5 m KDS Johnney širší 5019 11006,
8590804003663,Meradlo posuvné 150 mm digitálne 14007,
8590804009269,Pištoľ vytláčacia na tmel ALU 600 ml 38004,
8590804048237,Značkovač permanentný červený 13225,
8590804013150,Kliešte nitovacie 255 mm LE.24000,
8590804013464,Zámok visiaci mosadzný 30mm 23030,
8590804013488,Zámok visiaci mosadzný 40mm 23040,
8590804013495,Zámok visiaci mosadzný 50mm 23050,
8590804013501,Zámok visiaci mosadzný 60mm 23060,
8590804005322,Miešadlo s kruhom 80 x 500mm Zn šesťhran 35038,
8590804005346,Miešadlo s kruhom 100 x 500mm Zn šesťhran 35058,
8590804046615,Papier brúsny 230 x 280 mm P40 10 ks 21715,
8590804013471,Zámok visiaci mosadzný 35mm 23035,
8590804013273,Kliešte kombinované 160 mm Levior 17001,
8590804013280,Kliešte kombinované 180 mm Levior 17002,
8590804013228,Kliešte štípacie 160 mm 17015,
8590804013396,Kliešte odizolovacie 160 mm Levior 17024,
8590804012238,Kefa hrncová copy stopka o75  22024,
8590804012214,Kefa koncová copy stopka o 22 mm 22022,
8590804012030,Kefa hrncová M14/65 mm copy Festa 22004,
8590804012085,Kefa okružná vlnitá 150 mm 22009,
8590804012023,Kefa hrncová vlnitá M14/100 mm Festa 22003,
8590804013174,Kliešte pákové 450mm (18”)  max.6mm  17020,
8590804013556,Zámok visiaci mosadzný predĺžený 40 mm 23070,
8590804003670,Uholník 250 mm žltý Hobby 14425,
8590804003687,Uholník 300 mm žltý Hobby 14430,
8590804003694,Uholník 350 mm žltý Hobby 14435,
8590804013235,Kliešte štípacie 180 mm 17016,
8590804013242,Kliešte štípacie 200 mm 17017,
8590804012115,Kefa radiálna copy 100 mm  22012,
8590804012153,Kefa radiálna copy M14/178 mm 22016 Festa,
8590804012245,Kefa misková copy stopka o 75  22025,
8590804013518,Zámok visiaci oceľový 32 mm 23232,
8590804013525,Zámok visiaci oceľový 40 mm 23240,
8590804013532,Zámok visiaci oceľový 50mm 23250,
8590804013549,Zámok visiaci oceľový 60mm 23260,
8590804013044,Zvierka 300 x 120 mm 23531,
8590804013303,Kliešte štípacie 160 mm 1000 V Festa 17004,
8590804013099,"Vyrezávač otvorov 1” 26, 32, 38, 45, 50, 56, 63 24721",
8590804009528,Meter zvinovací 2 m DUPLO 2016 16 mm 11226,
8590804009535,Meter zvinovací 3 m DUPLO 3019 19 mm 11239,
8590804009542,Meter zvinovací 5 m DUPLO 5019 19 mm 11259,
8590804048244,Značkovač permanentný čierny 13226,
8590804047322,Nôž hákový na podlahoviny 16041,
8590804013365,Kliešte ploché 160 mm Festa 17009,
8590804013372,Kliešte očkové 160 mm Festa 17010,
8590804004011,Hladidlo nerez 280 x 130 mm 4-zubé 31021,
8590804004035,Hladidlo nerez 280 x 130 mm 8-zubé 31041,
8590804004042,Hladidlo nerez 280 x 130 mm 10-zubé 31051,
8590804004707,Naberačka murárska o 160 mm s rúčkou 32273,
8590804013563,Ostrič vrtákov Levior 20380,
8590804000105,"Sada vrt.1,5-6,5x0,5 13PL. 20300*",
8590804002444,"Sada vrtákov 1,0 - 13 x 0,5 25-dielna 20311",
3838853160308,Uholník tesársky 600 x 300 mm 14360,
8590804013327,Kliešte 160 rádiové 17006,
8590804013341,Kliešte 160 rádiové zahnuté 17007,
8590804013358,Kliešte 200mm rádiové zahnuté 17008,
8590804013181,Kliešte 250 mm rýchloupínacie 17023,
8590804015079,Kladivo 300 g 19003,
8590804015093,Kladivo 500 g 19005,
8590804015116,Kladivo 1000 g 19010,
8590804015130,Kladivo 2000 g 19020,
8590804015000,Sekera 600 g 19306,
8590804015017,Sekera 800 g 19308,
8590804015024,Sekera 1000 g 19310,
8590804013822,Zámok visiaci mosadzný zosilený 35mm 23135,
8590804013839,Zámok visiaci mosadzný zosilený 40mm 23140,
8590804013853,Zámok visiaci mosadzný zosilený 60mm 23160,
8590804013075,Pílka na kov plast 300 mm 24100,
8590804005360,Miešadlo o 80 x 500 mm špirálové 35078,
8590804005179,Hladidlo pre brúsnu mriežku 230 x 105 mm 34201,
8590804013167,Kliešte nitovacie + nity 24005,
8590804015109,Kladivo 800 g 19008,
8590804015086,Kladivo 400 g 19004,
8590804015154,Palica gumová o 65 mm kovová rukoväť 19265,
8590804004684,Stierka 100 mm oceľová 32226,
8590804013211,Kliešte Sico 250 mm profi 17014,
8590804013204,Kliešte Sico 250 mm 17013,
8590804003076,Meter 2 m drevený skladací PROFI biely 13020,
8021410030601,Rezač dlažby 600 Super pro 36160,
8590804001966,Vrták vidiový 12 x 150 profi 20682,
8590804001973,Vrták vidiový 14 x 150 profi 20684,
8590804001904,Vrták vidiový 3 x 60 profi 20673,
8590804001911,Vrták vidiový 4 x 75 profi 20674,
8590804001928,Vrták vidiový 5 x 85 profi 20675,
8590804001935,Vrták vidiový 6 x 100 profi 20676,
8590804001942,Vrták vidiový 8 x 120 profi 20678,
8590804013334,Kliešte 200 mm rádiové 17011,
8590804015062,Kladivo 200 g 19002,
8590804015123,Kladivo 1500 g 19015,
8590804015253,Kladivo 600 g pokrývačské 19060,
8590804015260,Kladivo 600 g obuvnícke 19065,
8590804013570,Sada nebožiecov 4D 20381,
8590804005834,Miešadlo o 80 x 400 mm lakované 35113,
8590804013433,Sada skrutkovačov T + 20nást. 18420,
8590804003854,Sada nožíkov odlamovacích 3 ks 16043,
8590804012467,Unášač brúsneho papiera o 125 mm stopka skrutka 22041,
8590804012481,Unášač brúsneho papiera o 125 mm M14 suchý zips 22044,
8590804012474,Unášač brúsneho papiera o 125 mm stopka suchý zips 22042,
8590804003762,Vodováha plastová 230mm 3 libely magnetická 15980,
8590804013419,Sada kľúčov imbus 2-10mm 8D 18499,
8590804013587,Sada bitov plast.10D 18440,
8590804088073,Váha mincierová  50 kg analógová 24260,
